gloss,video_id,split,signer_id,bbox,frame_start,frame_end,path,exists,hand_rate,source
bad,04712,train,4,"[739, 67, 1637, 1080]",1,-1,D:\Compressed\archive_3/videos/04712.mp4,True,0.71875,
bad,04713,train,52,"[231, 7, 579, 360]",1,-1,D:\Compressed\archive_3/videos/04713.mp4,True,0.59375,
bad,04715,val,13,"[128, 31, 538, 480]",1,-1,D:\Compressed\archive_3/videos/04715.mp4,True,0.625,
bad,04717,val,11,"[61, 16, 211, 192]",1,-1,D:\Compressed\archive_3/videos/04717.mp4,True,1.0,
bad,65125,train,88,"[166, 4, 477, 370]",1,-1,D:\Compressed\archive_3/videos/65125.mp4,True,0.5,
bad,04708,train,2,"[65, 11, 258, 240]",1,-1,D:\Compressed\archive_3/videos/04708.mp4,True,0.40625,
bad,04718,train,11,"[75, 15, 238, 192]",1,-1,D:\Compressed\archive_3/videos/04718.mp4,True,1.0,
bad,04723,train,12,"[164, 49, 523, 400]",1,-1,D:\Compressed\archive_3/videos/04723.mp4,True,0.375,
buy,69255,test,115,"[512, 62, 1374, 1080]",1,-1,D:\Compressed\archive_3/videos/69255.mp4,True,0.71875,
buy,08488,train,11,"[68, 14, 215, 192]",1,-1,D:\Compressed\archive_3/videos/08488.mp4,True,1.0,
buy,65282,val,93,"[178, 40, 483, 370]",1,-1,D:\Compressed\archive_3/videos/65282.mp4,True,0.375,
buy,08482,train,26,"[55, 0, 265, 240]",1,-1,D:\Compressed\archive_3/videos/08482.mp4,True,0.4375,
buy,08492,train,41,"[231, 40, 486, 400]",1,-1,D:\Compressed\archive_3/videos/08492.mp4,True,0.5,
buy,08483,train,36,"[210, 16, 527, 414]",1,-1,D:\Compressed\archive_3/videos/08483.mp4,True,0.46875,
buy,08484,val,32,"[720, 71, 1645, 1080]",1,-1,D:\Compressed\archive_3/videos/08484.mp4,True,0.78125,
buy,08485,train,31,"[441, 65, 911, 720]",1,-1,D:\Compressed\archive_3/videos/08485.mp4,True,0.65625,
buy,08486,train,59,"[74, 28, 524, 480]",1,-1,D:\Compressed\archive_3/videos/08486.mp4,True,0.5625,
call,65290,train,90,"[169, 13, 457, 370]",1,-1,D:\Compressed\archive_3/videos/65290.mp4,True,0.4375,
call,08706,test,11,"[67, 11, 215, 192]",1,-1,D:\Compressed\archive_3/videos/08706.mp4,True,1.0,
call,08707,val,11,"[51, 14, 208, 192]",1,-1,D:\Compressed\archive_3/videos/08707.mp4,True,1.0,
call,65556,train,104,"[153, 6, 467, 370]",1,-1,D:\Compressed\archive_3/videos/65556.mp4,True,0.46875,
call,08713,train,12,"[162, 51, 538, 400]",1,-1,D:\Compressed\archive_3/videos/08713.mp4,True,0.375,
call,08689,train,4,"[523, 23, 1639, 1080]",1,-1,D:\Compressed\archive_3/videos/08689.mp4,True,0.6875,
call,08690,train,31,"[741, 149, 1483, 1080]",1,-1,D:\Compressed\archive_3/videos/08690.mp4,True,0.6875,
call,08691,train,59,"[96, 17, 536, 480]",1,-1,D:\Compressed\archive_3/videos/08691.mp4,True,0.5,
call,08692,train,17,"[22, 19, 586, 480]",1,-1,D:\Compressed\archive_3/videos/08692.mp4,True,0.71875,
call,08694,val,15,"[85, 23, 532, 480]",1,-1,D:\Compressed\archive_3/videos/08694.mp4,True,0.53125,
call,08701,test,11,"[57, 13, 216, 192]",1,-1,D:\Compressed\archive_3/videos/08701.mp4,True,1.0,
call,08702,train,11,"[75, 14, 229, 192]",1,-1,D:\Compressed\archive_3/videos/08702.mp4,True,1.0,
cold,65377,test,99,"[129, 16, 476, 370]",1,-1,D:\Compressed\archive_3/videos/65377.mp4,True,0.5625,
cold,11638,test,12,"[180, 57, 551, 400]",1,-1,D:\Compressed\archive_3/videos/11638.mp4,True,0.375,
cold,11622,train,36,"[210, 16, 540, 414]",1,-1,D:\Compressed\archive_3/videos/11622.mp4,True,0.53125,
cold,11623,train,52,"[380, 16, 825, 480]",1,-1,D:\Compressed\archive_3/videos/11623.mp4,True,0.5625,
cold,11624,train,6,"[593, 70, 1468, 1080]",1,-1,D:\Compressed\archive_3/videos/11624.mp4,True,0.75,
cold,11625,val,39,"[624, 133, 1621, 1072]",1,-1,D:\Compressed\archive_3/videos/11625.mp4,True,0.84375,
cold,11627,train,4,"[411, 31, 1128, 720]",1,-1,D:\Compressed\archive_3/videos/11627.mp4,True,0.84375,
cold,11628,val,59,"[116, 29, 513, 480]",1,-1,D:\Compressed\archive_3/videos/11628.mp4,True,0.5625,
cold,11621,train,56,"[59, 16, 263, 240]",1,-1,D:\Compressed\archive_3/videos/11621.mp4,True,0.34375,
cold,11633,train,10,"[88, 22, 216, 192]",1,-1,D:\Compressed\archive_3/videos/11633.mp4,True,1.0,
cold,11634,val,10,"[65, 21, 233, 192]",1,-1,D:\Compressed\archive_3/videos/11634.mp4,True,1.0,
cold,11635,train,11,"[79, 16, 221, 192]",1,-1,D:\Compressed\archive_3/videos/11635.mp4,True,1.0,
good,69347,train,118,"[363, 43, 868, 720]",1,-1,D:\Compressed\archive_3/videos/69347.mp4,True,0.59375,
good,25072,test,11,"[79, 10, 216, 192]",1,-1,D:\Compressed\archive_3/videos/25072.mp4,True,1.0,
good,25073,train,11,"[77, 16, 217, 192]",1,-1,D:\Compressed\archive_3/videos/25073.mp4,True,1.0,
good,65835,val,94,"[165, 19, 451, 370]",1,-1,D:\Compressed\archive_3/videos/65835.mp4,True,0.65625,
good,25066,train,8,"[69, 0, 250, 240]",1,-1,D:\Compressed\archive_3/videos/25066.mp4,True,0.625,
good,25076,train,41,"[244, 43, 499, 400]",1,-1,D:\Compressed\archive_3/videos/25076.mp4,True,0.40625,
good,25067,train,36,"[224, 16, 519, 414]",1,-1,D:\Compressed\archive_3/videos/25067.mp4,True,0.4375,
good,25068,train,52,"[287, 11, 778, 480]",1,-1,D:\Compressed\archive_3/videos/25068.mp4,True,0.40625,
good,25069,train,4,"[759, 56, 1660, 1080]",1,-1,D:\Compressed\archive_3/videos/25069.mp4,True,0.71875,
good,25070,test,21,"[87, 8, 536, 480]",1,-1,D:\Compressed\archive_3/videos/25070.mp4,True,0.8125,
happy,26530,train,10,"[66, 15, 210, 192]",1,-1,D:\Compressed\archive_3/videos/26530.mp4,True,1.0,
happy,26531,val,10,"[67, 13, 230, 192]",1,-1,D:\Compressed\archive_3/videos/26531.mp4,True,1.0,
happy,26532,train,10,"[59, 14, 234, 192]",1,-1,D:\Compressed\archive_3/videos/26532.mp4,True,1.0,
happy,26524,train,37,"[42, 3, 276, 240]",1,-1,D:\Compressed\archive_3/videos/26524.mp4,True,0.6875,
happy,26537,train,12,"[146, 53, 540, 400]",1,-1,D:\Compressed\archive_3/videos/26537.mp4,True,0.4375,
happy,26525,test,36,"[194, 16, 518, 414]",1,-1,D:\Compressed\archive_3/videos/26525.mp4,True,0.5625,
happy,26526,train,46,"[254, 0, 892, 720]",1,-1,D:\Compressed\archive_3/videos/26526.mp4,True,0.65625,
happy,26527,train,21,"[47, 18, 516, 480]",1,-1,D:\Compressed\archive_3/videos/26527.mp4,True,0.59375,
problem,44684,test,13,"[111, 0, 610, 480]",1,-1,D:\Compressed\archive_3/videos/44684.mp4,True,0.75,
problem,44686,train,11,"[55, 14, 218, 192]",1,-1,D:\Compressed\archive_3/videos/44686.mp4,True,1.0,
problem,44687,train,11,"[42, 12, 231, 192]",1,-1,D:\Compressed\archive_3/videos/44687.mp4,True,1.0,
problem,66335,val,93,"[134, 22, 495, 370]",1,-1,D:\Compressed\archive_3/videos/66335.mp4,True,0.59375,
problem,44680,train,19,"[76, 7, 233, 180]",1,-1,D:\Compressed\archive_3/videos/44680.mp4,True,0.46875,
problem,44691,val,12,"[179, 53, 554, 400]",1,-1,D:\Compressed\archive_3/videos/44691.mp4,True,0.46875,
problem,44681,train,0,"[54, 10, 258, 240]",1,-1,D:\Compressed\archive_3/videos/44681.mp4,True,0.46875,
problem,44682,train,4,"[519, 55, 1768, 1080]",1,-1,D:\Compressed\archive_3/videos/44682.mp4,True,0.84375,
problem,44683,train,31,"[658, 144, 1510, 1080]",1,-1,D:\Compressed\archive_3/videos/44683.mp4,True,0.75,
soon,53295,train,4,"[620, 49, 1564, 1080]",1,-1,D:\Compressed\archive_3/videos/53295.mp4,True,0.875,
soon,53296,test,13,"[132, 0, 579, 480]",1,-1,D:\Compressed\archive_3/videos/53296.mp4,True,0.65625,
soon,53300,train,10,"[83, 23, 214, 192]",1,-1,D:\Compressed\archive_3/videos/53300.mp4,True,1.0,
soon,53301,train,11,"[69, 14, 214, 192]",1,-1,D:\Compressed\archive_3/videos/53301.mp4,True,1.0,
soon,66533,val,108,"[181, 45, 458, 370]",1,-1,D:\Compressed\archive_3/videos/66533.mp4,True,0.5625,
soon,66534,train,108,"[185, 41, 457, 370]",1,-1,D:\Compressed\archive_3/videos/66534.mp4,True,0.65625,
soon,53292,test,63,"[52, 0, 241, 240]",1,-1,D:\Compressed\archive_3/videos/53292.mp4,True,0.53125,
soon,53304,train,12,"[191, 54, 568, 400]",1,-1,D:\Compressed\archive_3/videos/53304.mp4,True,0.46875,
soon,53305,train,12,"[190, 61, 572, 400]",1,-1,D:\Compressed\archive_3/videos/53305.mp4,True,0.375,
soon,53294,val,45,"[437, 129, 1472, 1080]",1,-1,D:\Compressed\archive_3/videos/53294.mp4,True,0.71875,
stay,54561,train,11,"[36, 5, 219, 192]",1,-1,D:\Compressed\archive_3/videos/54561.mp4,True,1.0,
stay,54562,val,11,"[63, 6, 216, 192]",1,-1,D:\Compressed\archive_3/videos/54562.mp4,True,1.0,
stay,54563,train,11,"[35, 10, 208, 192]",1,-1,D:\Compressed\archive_3/videos/54563.mp4,True,1.0,
stay,54554,train,63,"[48, 0, 240, 240]",1,-1,D:\Compressed\archive_3/videos/54554.mp4,True,0.46875,
stay,54567,train,41,"[232, 35, 484, 400]",1,-1,D:\Compressed\archive_3/videos/54567.mp4,True,0.625,
stay,54555,test,4,"[500, 52, 1686, 1080]",1,-1,D:\Compressed\archive_3/videos/54555.mp4,True,0.875,
stay,54556,train,45,"[532, 127, 1539, 1072]",1,-1,D:\Compressed\archive_3/videos/54556.mp4,True,0.5,
stay,54557,train,31,"[658, 58, 1634, 1080]",1,-1,D:\Compressed\archive_3/videos/54557.mp4,True,0.875,
stay,54558,val,13,"[79, 0, 527, 480]",1,-1,D:\Compressed\archive_3/videos/54558.mp4,True,0.75,
girl,69342,train,118,"[337, 38, 876, 720]",1,-1,D:\Compressed\archive_3/videos/69342.mp4,True,0.46875,
girl,24614,train,12,"[174, 64, 541, 400]",1,-1,D:\Compressed\archive_3/videos/24614.mp4,True,0.34375,
girl,65817,train,94,"[144, 19, 452, 370]",1,-1,D:\Compressed\archive_3/videos/65817.mp4,True,0.625,
girl,24605,train,37,"[69, 0, 241, 240]",1,-1,D:\Compressed\archive_3/videos/24605.mp4,True,0.5625,
girl,24606,test,36,"[230, 16, 519, 414]",1,-1,D:\Compressed\archive_3/videos/24606.mp4,True,0.34375,
girl,24607,val,27,"[814, 70, 1748, 1067]",1,-1,D:\Compressed\archive_3/videos/24607.mp4,True,0.71875,
girl,24608,test,32,"[758, 80, 1487, 1080]",1,-1,D:\Compressed\archive_3/videos/24608.mp4,True,0.65625,
girl,24609,train,21,"[83, 10, 531, 480]",1,-1,D:\Compressed\archive_3/videos/24609.mp4,True,0.625,
girl,24611,train,11,"[74, 12, 229, 192]",1,-1,D:\Compressed\archive_3/videos/24611.mp4,True,1.0,
more,69401,train,115,"[381, 52, 901, 720]",1,-1,D:\Compressed\archive_3/videos/69401.mp4,True,0.71875,
more,36830,val,13,"[151, 0, 537, 480]",1,-1,D:\Compressed\archive_3/videos/36830.mp4,True,0.65625,
more,36834,train,11,"[71, 5, 216, 192]",1,-1,D:\Compressed\archive_3/videos/36834.mp4,True,1.0,
more,36836,train,11,"[62, 10, 236, 192]",1,-1,D:\Compressed\archive_3/videos/36836.mp4,True,1.0,
more,36840,test,12,"[186, 49, 540, 400]",1,-1,D:\Compressed\archive_3/videos/36840.mp4,True,0.40625,
more,36827,train,2,"[96, 29, 253, 240]",1,-1,D:\Compressed\archive_3/videos/36827.mp4,True,0.5625,
more,36828,train,36,"[205, 18, 548, 414]",1,-1,D:\Compressed\archive_3/videos/36828.mp4,True,0.5,
more,36829,train,52,"[358, 14, 814, 480]",1,-1,D:\Compressed\archive_3/videos/36829.mp4,True,0.53125,
office,39460,train,13,"[95, 0, 543, 480]",1,-1,D:\Compressed\archive_3/videos/39460.mp4,True,0.75,
office,39462,train,10,"[71, 16, 218, 192]",1,-1,D:\Compressed\archive_3/videos/39462.mp4,True,1.0,
office,39463,train,10,"[75, 16, 224, 192]",1,-1,D:\Compressed\archive_3/videos/39463.mp4,True,1.0,
office,66224,val,97,"[177, 29, 459, 370]",1,-1,D:\Compressed\archive_3/videos/66224.mp4,True,0.625,
office,39456,train,0,"[53, 1, 254, 240]",1,-1,D:\Compressed\archive_3/videos/39456.mp4,True,0.375,
office,39468,train,12,"[206, 57, 555, 400]",1,-1,D:\Compressed\archive_3/videos/39468.mp4,True,0.40625,
office,39457,test,36,"[129, 15, 584, 414]",1,-1,D:\Compressed\archive_3/videos/39457.mp4,True,0.59375,
office,39458,val,4,"[447, 52, 1665, 1080]",1,-1,D:\Compressed\archive_3/videos/39458.mp4,True,0.65625,
office,39459,train,4,"[285, 28, 1125, 720]",1,-1,D:\Compressed\archive_3/videos/39459.mp4,True,0.6875,
baby,69217,train,116,"[337, 23, 963, 720]",1,-1,D:\Compressed\archive_3/videos/69217.mp4,True,0.5625,
baby,04514,train,12,"[172, 48, 591, 400]",1,-1,D:\Compressed\archive_3/videos/04514.mp4,True,0.53125,
baby,65119,train,88,"[159, 2, 500, 370]",1,-1,D:\Compressed\archive_3/videos/65119.mp4,True,0.59375,
baby,04505,train,2,"[45, 1, 255, 240]",1,-1,D:\Compressed\archive_3/videos/04505.mp4,True,0.5,
baby,04506,train,36,"[186, 21, 578, 414]",1,-1,D:\Compressed\archive_3/videos/04506.mp4,True,0.84375,
baby,04507,test,4,"[632, 59, 1521, 1080]",1,-1,D:\Compressed\archive_3/videos/04507.mp4,True,0.625,
baby,04508,val,4,"[492, 63, 1586, 1080]",1,-1,D:\Compressed\archive_3/videos/04508.mp4,True,0.75,
baby,04511,train,11,"[71, 16, 237, 192]",1,-1,D:\Compressed\archive_3/videos/04511.mp4,True,1.0,
sad,69450,train,118,"[261, 38, 957, 720]",1,-1,D:\Compressed\archive_3/videos/69450.mp4,True,0.5625,
sad,48976,train,13,"[141, 0, 544, 480]",1,-1,D:\Compressed\archive_3/videos/48976.mp4,True,0.71875,
sad,48978,train,11,"[78, 14, 226, 192]",1,-1,D:\Compressed\archive_3/videos/48978.mp4,True,1.0,
sad,48971,train,63,"[54, 0, 266, 240]",1,-1,D:\Compressed\archive_3/videos/48971.mp4,True,0.4375,
sad,48983,val,12,"[200, 45, 567, 400]",1,-1,D:\Compressed\archive_3/videos/48983.mp4,True,0.4375,
sad,48972,test,36,"[228, 13, 534, 414]",1,-1,D:\Compressed\archive_3/videos/48972.mp4,True,0.59375,
sad,48973,train,32,"[465, 29, 1103, 720]",1,-1,D:\Compressed\archive_3/videos/48973.mp4,True,0.75,
sad,48974,train,46,"[429, 7, 1282, 1080]",1,-1,D:\Compressed\archive_3/videos/48974.mp4,True,0.65625,
today,69512,train,118,"[285, 41, 957, 720]",1,-1,D:\Compressed\archive_3/videos/69512.mp4,True,0.5625,
today,58684,val,11,"[64, 12, 213, 192]",1,-1,D:\Compressed\archive_3/videos/58684.mp4,True,1.0,
today,58687,train,12,"[182, 57, 554, 400]",1,-1,D:\Compressed\archive_3/videos/58687.mp4,True,0.34375,
today,58677,train,28,"[54, 0, 277, 240]",1,-1,D:\Compressed\archive_3/videos/58677.mp4,True,0.625,
today,58678,train,38,"[373, 44, 797, 720]",1,-1,D:\Compressed\archive_3/videos/58678.mp4,True,0.8125,
today,58679,test,13,"[121, 0, 568, 480]",1,-1,D:\Compressed\archive_3/videos/58679.mp4,True,0.6875,
today,58681,test,11,"[45, 12, 229, 192]",1,-1,D:\Compressed\archive_3/videos/58681.mp4,True,1.0,
today,58682,train,11,"[78, 20, 219, 192]",1,-1,D:\Compressed\archive_3/videos/58682.mp4,True,1.0,
today,58683,train,11,"[86, 19, 231, 192]",1,-1,D:\Compressed\archive_3/videos/58683.mp4,True,1.0,
when,69532,train,118,"[286, 40, 894, 720]",1,-1,D:\Compressed\archive_3/videos/69532.mp4,True,0.625,
when,63072,train,11,"[77, 16, 204, 192]",1,-1,D:\Compressed\archive_3/videos/63072.mp4,True,1.0,
when,66773,train,88,"[178, 6, 485, 370]",1,-1,D:\Compressed\archive_3/videos/66773.mp4,True,0.46875,
when,63066,train,0,"[48, 8, 253, 240]",1,-1,D:\Compressed\archive_3/videos/63066.mp4,True,0.4375,
when,63077,val,12,"[200, 62, 570, 400]",1,-1,D:\Compressed\archive_3/videos/63077.mp4,True,0.4375,
when,63067,test,36,"[209, 16, 530, 414]",1,-1,D:\Compressed\archive_3/videos/63067.mp4,True,0.59375,
when,63069,train,31,"[708, 62, 1739, 1079]",1,-1,D:\Compressed\archive_3/videos/63069.mp4,True,0.875,
when,63070,train,13,"[103, 3, 535, 480]",1,-1,D:\Compressed\archive_3/videos/63070.mp4,True,0.6875,
scared,49483,train,11,"[59, 15, 232, 192]",1,-1,D:\Compressed\archive_3/videos/49483.mp4,True,1.0,
scared,66432,train,99,"[205, 36, 505, 370]",1,-1,D:\Compressed\archive_3/videos/66432.mp4,True,0.53125,
scared,49477,train,0,"[56, 13, 259, 240]",1,-1,D:\Compressed\archive_3/videos/49477.mp4,True,0.40625,
scared,49487,train,41,"[209, 37, 533, 400]",1,-1,D:\Compressed\archive_3/videos/49487.mp4,True,0.4375,
scared,49478,train,38,"[351, 56, 815, 720]",1,-1,D:\Compressed\archive_3/videos/49478.mp4,True,0.5625,
scared,49479,test,4,"[447, 34, 1680, 1080]",1,-1,D:\Compressed\archive_3/videos/49479.mp4,True,0.71875,
scared,49480,train,13,"[145, 0, 558, 480]",1,-1,D:\Compressed\archive_3/videos/49480.mp4,True,0.5625,
scared,49482,val,11,"[72, 3, 236, 192]",1,-1,D:\Compressed\archive_3/videos/49482.mp4,True,1.0,
watch,62458,test,12,"[200, 55, 557, 400]",1,-1,D:\Compressed\archive_3/videos/62458.mp4,True,0.375,
watch,62440,val,6,"[725, 79, 1557, 1079]",1,-1,D:\Compressed\archive_3/videos/62440.mp4,True,0.78125,
watch,62443,train,6,"[710, 80, 1576, 1080]",1,-1,D:\Compressed\archive_3/videos/62443.mp4,True,0.75,
watch,62444,train,13,"[132, 0, 541, 480]",1,-1,D:\Compressed\archive_3/videos/62444.mp4,True,0.6875,
watch,62445,train,13,"[125, 0, 526, 480]",1,-1,D:\Compressed\archive_3/videos/62445.mp4,True,0.625,
watch,62439,train,38,"[436, 55, 831, 720]",1,-1,D:\Compressed\archive_3/videos/62439.mp4,True,0.75,
watch,62452,train,11,"[78, 18, 218, 192]",1,-1,D:\Compressed\archive_3/videos/62452.mp4,True,1.0,
watch,62453,train,11,"[69, 13, 206, 192]",1,-1,D:\Compressed\archive_3/videos/62453.mp4,True,1.0,
mother,c999_mother_005,val,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_005.mp4,,0.28125,custom
mother,c999_mother_015,val,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_015.mp4,,0.5625,custom
mother,c999_mother_013,test,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_013.mp4,,0.3125,custom
mother,c999_mother_028,test,999,"[0, 0, 640, 480]",1,62,D:\Compressed\archive_3\custom_videos\c999_mother_028.mp4,,0.40625,custom
mother,c999_mother_010,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_010.mp4,,0.84375,custom
mother,c999_mother_003,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_003.mp4,,0.5625,custom
mother,c999_mother_026,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_026.mp4,,0.21875,custom
mother,c999_mother_030,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_mother_030.mp4,,0.28125,custom
mother,c999_mother_022,train,999,"[0, 0, 640, 480]",1,61,D:\Compressed\archive_3\custom_videos\c999_mother_022.mp4,,0.65625,custom
mother,c999_mother_006,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_006.mp4,,0.28125,custom
mother,c999_mother_029,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_029.mp4,,0.34375,custom
mother,c999_mother_007,train,999,"[0, 0, 640, 480]",1,68,D:\Compressed\archive_3\custom_videos\c999_mother_007.mp4,,0.40625,custom
mother,c999_mother_021,train,999,"[0, 0, 640, 480]",1,70,D:\Compressed\archive_3\custom_videos\c999_mother_021.mp4,,0.53125,custom
mother,c999_mother_011,train,999,"[0, 0, 640, 480]",1,66,D:\Compressed\archive_3\custom_videos\c999_mother_011.mp4,,0.96875,custom
mother,c999_mother_017,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_017.mp4,,0.1875,custom
mother,c999_mother_002,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_002.mp4,,0.875,custom
mother,c999_mother_027,train,999,"[0, 0, 640, 480]",1,60,D:\Compressed\archive_3\custom_videos\c999_mother_027.mp4,,0.25,custom
mother,c999_mother_020,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_020.mp4,,0.625,custom
mother,c999_mother_016,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_016.mp4,,0.34375,custom
mother,c999_mother_009,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_009.mp4,,0.75,custom
mother,c999_mother_001,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_mother_001.mp4,,1.0,custom
mother,c999_mother_014,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_014.mp4,,0.1875,custom
mother,c999_mother_012,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_012.mp4,,0.25,custom
mother,c999_mother_008,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_008.mp4,,0.28125,custom
mother,c999_mother_004,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_004.mp4,,1.0,custom
mother,c999_mother_019,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_019.mp4,,0.71875,custom
mother,c999_mother_018,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_018.mp4,,0.78125,custom
mother,c999_mother_023,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_023.mp4,,0.3125,custom
last,c999_last_020,val,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_020.mp4,,0.75,custom
last,c999_last_011,val,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_011.mp4,,0.84375,custom
last,c999_last_005,test,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_005.mp4,,0.59375,custom
last,c999_last_002,test,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_002.mp4,,1.0,custom
last,c999_last_019,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_019.mp4,,0.9375,custom
last,c999_last_010,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_010.mp4,,0.84375,custom
last,c999_last_013,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_013.mp4,,1.0,custom
last,c999_last_015,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_015.mp4,,0.90625,custom
last,c999_last_003,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_003.mp4,,0.4375,custom
last,c999_last_007,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_007.mp4,,1.0,custom
last,c999_last_017,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_017.mp4,,1.0,custom
last,c999_last_001,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_001.mp4,,0.65625,custom
last,c999_last_012,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_012.mp4,,1.0,custom
last,c999_last_018,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_018.mp4,,1.0,custom
last,c999_last_016,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_016.mp4,,0.59375,custom
last,c999_last_014,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_014.mp4,,1.0,custom
last,c999_last_009,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_009.mp4,,0.78125,custom
last,c999_last_006,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_006.mp4,,0.78125,custom
last,c999_last_004,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_004.mp4,,0.75,custom
last,c999_last_008,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_last_008.mp4,,0.78125,custom
I,c999_I_006,val,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_006.mp4,,0.28125,custom
I,c999_I_024,val,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_024.mp4,,0.46875,custom
I,c999_I_047,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_047.mp4,,0.84375,custom
I,c999_I_025,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_025.mp4,,0.8125,custom
I,c999_I_027,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_I_027.mp4,,0.21875,custom
I,c999_I_045,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_045.mp4,,0.96875,custom
I,c999_I_049,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_I_049.mp4,,0.84375,custom
I,c999_I_017,train,999,"[0, 0, 640, 480]",1,48,D:\Compressed\archive_3\custom_videos\c999_I_017.mp4,,0.375,custom
I,c999_I_041,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_041.mp4,,0.9375,custom
I,c999_I_021,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_I_021.mp4,,0.34375,custom
I,c999_I_036,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_I_036.mp4,,0.6875,custom
I,c999_I_037,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_I_037.mp4,,0.90625,custom
