gloss,video_id,split,signer_id,bbox,frame_start,frame_end,path,source,hand_rate
mother,c999_mother_013,val,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_013.mp4,custom,0.3125
mother,c999_mother_006,val,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_006.mp4,custom,0.28125
mother,c999_mother_016,test,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_016.mp4,custom,0.34375
mother,c999_mother_020,test,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_020.mp4,custom,0.625
mother,c999_mother_003,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_003.mp4,custom,0.5625
mother,c999_mother_007,train,999,"[0, 0, 640, 480]",1,68,D:\Compressed\archive_3\custom_videos\c999_mother_007.mp4,custom,0.40625
mother,c999_mother_005,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_005.mp4,custom,0.28125
mother,c999_mother_002,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_002.mp4,custom,0.875
mother,c999_mother_015,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_015.mp4,custom,0.5625
mother,c999_mother_017,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_017.mp4,custom,0.1875
mother,c999_mother_014,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_014.mp4,custom,0.1875
mother,c999_mother_001,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_mother_001.mp4,custom,1.0
mother,c999_mother_010,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_010.mp4,custom,0.84375
mother,c999_mother_012,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_012.mp4,custom,0.25
mother,c999_mother_008,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_008.mp4,custom,0.28125
mother,c999_mother_011,train,999,"[0, 0, 640, 480]",1,66,D:\Compressed\archive_3\custom_videos\c999_mother_011.mp4,custom,0.96875
mother,c999_mother_004,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_004.mp4,custom,1.0
mother,c999_mother_019,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_019.mp4,custom,0.71875
mother,c999_mother_018,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_mother_018.mp4,custom,0.78125
mother,c999_mother_009,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_mother_009.mp4,custom,0.75
no,c999_no_003,val,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_no_003.mp4,custom,1.0
no,c999_no_004,val,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_no_004.mp4,custom,1.0
no,c999_no_005,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_no_005.mp4,custom,0.0625
no,c999_no_001,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_no_001.mp4,custom,1.0
no,c999_no_002,train,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_no_002.mp4,custom,0.9375
go,c999_go_005,val,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_go_005.mp4,custom,0.71875
go,c999_go_006,val,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_go_006.mp4,custom,0.8125
go,c999_go_001,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_go_001.mp4,custom,0.8125
go,c999_go_002,test,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_go_002.mp4,custom,0.6875
go,c999_go_007,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_go_007.mp4,custom,1.0
go,c999_go_004,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_go_004.mp4,custom,0.21875
go,c999_go_010,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_go_010.mp4,custom,1.0
go,c999_go_009,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_go_009.mp4,custom,0.875
go,c999_go_003,train,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_go_003.mp4,custom,0.9375
go,c999_go_008,train,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_go_008.mp4,custom,0.9375
good,c999_good_002,val,999,"[0, 0, 640, 480]",1,76,D:\Compressed\archive_3\custom_videos\c999_good_002.mp4,custom,0.65625
good,c999_good_003,val,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_good_003.mp4,custom,1.0
good,c999_good_004,test,999,"[0, 0, 640, 480]",1,77,D:\Compressed\archive_3\custom_videos\c999_good_004.mp4,custom,0.71875
good,c999_good_005,test,999,"[0, 0, 640, 480]",1,42,D:\Compressed\archive_3\custom_videos\c999_good_005.mp4,custom,0.28125
good,c999_good_001,train,999,"[0, 0, 640, 480]",1,73,D:\Compressed\archive_3\custom_videos\c999_good_001.mp4,custom,0.4375
